OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2023-06-01,13,0,2023-06-01T19:00:00-00:00,2023-06-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1595.34899,ACTUAL,1
2023-06-01,15,0,2023-06-01T21:00:00-00:00,2023-06-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1658.96925,ACTUAL,1
2023-06-01,12,0,2023-06-01T18:00:00-00:00,2023-06-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1610.29219,ACTUAL,1
2023-06-01,19,0,2023-06-02T01:00:00-00:00,2023-06-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1152.70697,ACTUAL,1
2023-06-01,11,0,2023-06-01T17:00:00-00:00,2023-06-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1583.97154,ACTUAL,1
2023-06-01,24,0,2023-06-02T06:00:00-00:00,2023-06-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-1.79194,ACTUAL,1
2023-06-01,10,0,2023-06-01T16:00:00-00:00,2023-06-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1565.44581,ACTUAL,1
2023-06-01,16,0,2023-06-01T22:00:00-00:00,2023-06-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1629.51492,ACTUAL,1
2023-06-01,9,0,2023-06-01T15:00:00-00:00,2023-06-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1474.58468,ACTUAL,1
2023-06-01,23,0,2023-06-02T05:00:00-00:00,2023-06-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-1.87307,ACTUAL,1
2023-06-01,8,0,2023-06-01T14:00:00-00:00,2023-06-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1222.44769,ACTUAL,1
