OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2024-02-01,13,0,2024-02-01T20:00:00-00:00,2024-02-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,617.08134,ACTUAL,1
2024-02-01,15,0,2024-02-01T22:00:00-00:00,2024-02-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,763.34101,ACTUAL,1
2024-02-01,12,0,2024-02-01T19:00:00-00:00,2024-02-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,736.69343,ACTUAL,1
2024-02-01,19,0,2024-02-02T02:00:00-00:00,2024-02-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.32507,ACTUAL,1
2024-02-01,11,0,2024-02-01T18:00:00-00:00,2024-02-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,844.62617,ACTUAL,1
2024-02-01,24,0,2024-02-02T07:00:00-00:00,2024-02-02T08:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.25612,ACTUAL,1
2024-02-01,10,0,2024-02-01T17:00:00-00:00,2024-02-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,744.5754,ACTUAL,1
2024-02-01,16,0,2024-02-01T23:00:00-00:00,2024-02-02T00:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,565.24282,ACTUAL,1
2024-02-01,9,0,2024-02-01T16:00:00-00:00,2024-02-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,400.30216,ACTUAL,1
2024-02-01,23,0,2024-02-02T06:00:00-00:00,2024-02-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.17976,ACTUAL,1
2024-02-01,8,0,2024-02-01T15:00:00-00:00,2024-02-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,35.22506,ACTUAL,1
2024-02-01,18,0,2024-02-02T01:00:00-00:00,2024-02-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,3.08403,ACTUAL,1
2024-02-01,7,0,2024-02-01T14:00:00-00:00,2024-02-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.08178,ACTUAL,1
2024-02-01,22,0,2024-02-02T05:00:00-00:00,2024-02-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.25752,ACTUAL,1
2024-02-01,6,0,2024-02-01T13:00:00-00:00,2024-02-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.84854,ACTUAL,1
2024-02-01,14,0,2024-02-01T21:00:00-00:00,2024-02-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,631.01599,ACTUAL,1
2024-02-01,5,0,2024-02-01T12:00:00-00:00,2024-02-01T13:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.87095,ACTUAL,1
2024-02-01,21,0,2024-02-02T04:00:00-00:00,2024-02-02T05:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.22743,ACTUAL,1
2024-02-01,4,0,2024-02-01T11:00:00-00:00,2024-02-01T12:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.80821,ACTUAL,1
2024-02-01,17,0,2024-02-02T00:00:00-00:00,2024-02-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,141.27686,ACTUAL,1
2024-02-01,3,0,2024-02-01T10:00:00-00:00,2024-02-01T11:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.87002,ACTUAL,1
2024-02-01,20,0,2024-02-02T03:00:00-00:00,2024-02-02T04:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-4.33382,ACTUAL,1
2024-02-01,2,0,2024-02-01T09:00:00-00:00,2024-02-01T10:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.85977,ACTUAL,1
2024-02-01,1,0,2024-02-01T08:00:00-00:00,2024-02-01T09:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.92183,ACTUAL,1
2024-02-01,12,0,2024-02-01T19:00:00-00:00,2024-02-01T20:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,119.77134,ACTUAL,2
2024-02-01,11,0,2024-02-01T18:00:00-00:00,2024-02-01T19:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,56.1437,ACTUAL,2
2024-02-01,10,0,2024-02-01T17:00:00-00:00,2024-02-01T18:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,40.98445,ACTUAL,2
2024-02-01,9,0,2024-02-01T16:00:00-00:00,2024-02-01T17:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,39.94037,ACTUAL,2
2024-02-01,8,0,2024-02-01T15:00:00-00:00,2024-02-01T16:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,29.9035,ACTUAL,2
2024-02-01,7,0,2024-02-01T14:00:00-00:00,2024-02-01T15:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,29.78339,ACTUAL,2
2024-02-01,6,0,2024-02-01T13:00:00-00:00,2024-02-01T14:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,17.64641,ACTUAL,2
2024-02-01,5,0,2024-02-01T12:00:00-00:00,2024-02-01T13:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,84.7288,ACTUAL,2
2024-02-01,4,0,2024-02-01T11:00:00-00:00,2024-02-01T12:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,92.81317,ACTUAL,2
2024-02-01,3,0,2024-02-01T10:00:00-00:00,2024-02-01T11:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,62.13051,ACTUAL,2
2024-02-01,2,0,2024-02-01T09:00:00-00:00,2024-02-01T10:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,117.55753,ACTUAL,2
2024-02-01,1,0,2024-02-01T08:00:00-00:00,2024-02-01T09:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,194.03154,ACTUAL,2
2024-02-01,24,0,2024-02-02T07:00:00-00:00,2024-02-02T08:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,110.71957,ACTUAL,2
2024-02-01,23,0,2024-02-02T06:00:00-00:00,2024-02-02T07:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,134.52989,ACTUAL,2
2024-02-01,22,0,2024-02-02T05:00:00-00:00,2024-02-02T06:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,131.88042,ACTUAL,2
2024-02-01,21,0,2024-02-02T04:00:00-00:00,2024-02-02T05:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,81.61533,ACTUAL,2
2024-02-01,20,0,2024-02-02T03:00:00-00:00,2024-02-02T04:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,64.91777,ACTUAL,2
2024-02-01,19,0,2024-02-02T02:00:00-00:00,2024-02-02T03:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,70.60849,ACTUAL,2
2024-02-01,18,0,2024-02-02T01:00:00-00:00,2024-02-02T02:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,106.92746,ACTUAL,2
2024-02-01,17,0,2024-02-02T00:00:00-00:00,2024-02-02T01:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,140.7005,ACTUAL,2
2024-02-01,16,0,2024-02-01T23:00:00-00:00,2024-02-02T00:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,179.62462,ACTUAL,2
2024-02-01,15,0,2024-02-01T22:00:00-00:00,2024-02-01T23:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,172.66507,ACTUAL,2
2024-02-01,13,0,2024-02-01T20:00:00-00:00,2024-02-01T21:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,224.91886,ACTUAL,2
2024-02-01,14,0,2024-02-01T21:00:00-00:00,2024-02-01T22:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,161.42117,ACTUAL,2
2024-02-01,13,0,2024-02-01T20:00:00-00:00,2024-02-01T21:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,2678.30781,ACTUAL,3
2024-02-01,15,0,2024-02-01T22:00:00-00:00,2024-02-01T23:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1380.50852,ACTUAL,3
2024-02-01,12,0,2024-02-01T19:00:00-00:00,2024-02-01T20:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1983.90655,ACTUAL,3
2024-02-01,19,0,2024-02-02T02:00:00-00:00,2024-02-02T03:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-36.18731,ACTUAL,3
2024-02-01,11,0,2024-02-01T18:00:00-00:00,2024-02-01T19:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1819.73875,ACTUAL,3
2024-02-01,24,0,2024-02-02T07:00:00-00:00,2024-02-02T08:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-39.9138,ACTUAL,3
2024-02-01,10,0,2024-02-01T17:00:00-00:00,2024-02-01T18:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1304.7463,ACTUAL,3
2024-02-01,16,0,2024-02-01T23:00:00-00:00,2024-02-02T00:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,812.2727,ACTUAL,3
2024-02-01,9,0,2024-02-01T16:00:00-00:00,2024-02-01T17:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,871.17917,ACTUAL,3
2024-02-01,23,0,2024-02-02T06:00:00-00:00,2024-02-02T07:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-39.45828,ACTUAL,3
2024-02-01,8,0,2024-02-01T15:00:00-00:00,2024-02-01T16:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,448.95372,ACTUAL,3
2024-02-01,18,0,2024-02-02T01:00:00-00:00,2024-02-02T02:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-5.28591,ACTUAL,3
2024-02-01,7,0,2024-02-01T14:00:00-00:00,2024-02-01T15:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-15.74803,ACTUAL,3
2024-02-01,22,0,2024-02-02T05:00:00-00:00,2024-02-02T06:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-37.5768,ACTUAL,3
2024-02-01,6,0,2024-02-01T13:00:00-00:00,2024-02-01T14:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-38.94848,ACTUAL,3
2024-02-01,14,0,2024-02-01T21:00:00-00:00,2024-02-01T22:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,2209.33008,ACTUAL,3
2024-02-01,5,0,2024-02-01T12:00:00-00:00,2024-02-01T13:00:00-00:00,SP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-37.66169,ACTUAL,3
