INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2024-06-01T11:00:00-00:00,2024-06-01T12:00:00-00:00,0,2024-06-01,5,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,836,ACTUAL,1
2024-06-02T00:00:00-00:00,2024-06-02T01:00:00-00:00,0,2024-06-01,18,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1065,ACTUAL,1
2024-06-01T18:00:00-00:00,2024-06-01T19:00:00-00:00,0,2024-06-01,12,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1049,ACTUAL,1
2024-06-02T01:00:00-00:00,2024-06-02T02:00:00-00:00,0,2024-06-01,19,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1068,ACTUAL,1
2024-06-01T09:00:00-00:00,2024-06-01T10:00:00-00:00,0,2024-06-01,3,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,830,ACTUAL,1
2024-06-01T15:00:00-00:00,2024-06-01T16:00:00-00:00,0,2024-06-01,9,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1019,ACTUAL,1
2024-06-01T16:00:00-00:00,2024-06-01T17:00:00-00:00,0,2024-06-01,10,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1042,ACTUAL,1
2024-06-01T19:00:00-00:00,2024-06-01T20:00:00-00:00,0,2024-06-01,13,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1046,ACTUAL,1
2024-06-02T05:00:00-00:00,2024-06-02T06:00:00-00:00,0,2024-06-01,23,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,976,ACTUAL,1
2024-06-01T08:00:00-00:00,2024-06-01T09:00:00-00:00,0,2024-06-01,2,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,851,ACTUAL,1
2024-06-01T22:00:00-00:00,2024-06-01T23:00:00-00:00,0,2024-06-01,16,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1035,ACTUAL,1
2024-06-02T03:00:00-00:00,2024-06-02T04:00:00-00:00,0,2024-06-01,21,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1057,ACTUAL,1
2024-06-01T23:00:00-00:00,2024-06-02T00:00:00-00:00,0,2024-06-01,17,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1048,ACTUAL,1
2024-06-02T06:00:00-00:00,2024-06-02T07:00:00-00:00,0,2024-06-01,24,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,904,ACTUAL,1
2024-06-01T10:00:00-00:00,2024-06-01T11:00:00-00:00,0,2024-06-01,4,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,825,ACTUAL,1
2024-06-01T21:00:00-00:00,2024-06-01T22:00:00-00:00,0,2024-06-01,15,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1031,ACTUAL,1
2024-06-02T02:00:00-00:00,2024-06-02T03:00:00-00:00,0,2024-06-01,20,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1062,ACTUAL,1
2024-06-02T04:00:00-00:00,2024-06-02T05:00:00-00:00,0,2024-06-01,22,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1042,ACTUAL,1
2024-06-01T07:00:00-00:00,2024-06-01T08:00:00-00:00,0,2024-06-01,1,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,880,ACTUAL,1
2024-06-01T12:00:00-00:00,2024-06-01T13:00:00-00:00,0,2024-06-01,6,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,862,ACTUAL,1
2024-06-01T14:00:00-00:00,2024-06-01T15:00:00-00:00,0,2024-06-01,8,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,971,ACTUAL,1
2024-06-01T17:00:00-00:00,2024-06-01T18:00:00-00:00,0,2024-06-01,11,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1050,ACTUAL,1
2024-06-01T20:00:00-00:00,2024-06-01T21:00:00-00:00,0,2024-06-01,14,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1036,ACTUAL,1
2024-06-01T13:00:00-00:00,2024-06-01T14:00:00-00:00,0,2024-06-01,7,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,914,ACTUAL,1
2024-06-01T09:00:00-00:00,2024-06-01T10:00:00-00:00,0,2024-06-01,3,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-01T17:00:00-00:00,2024-06-01T18:00:00-00:00,0,2024-06-01,11,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-01T19:00:00-00:00,2024-06-01T20:00:00-00:00,0,2024-06-01,13,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-01T08:00:00-00:00,2024-06-01T09:00:00-00:00,0,2024-06-01,2,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-01T14:00:00-00:00,2024-06-01T15:00:00-00:00,0,2024-06-01,8,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-02T05:00:00-00:00,2024-06-02T06:00:00-00:00,0,2024-06-01,23,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-02T03:00:00-00:00,2024-06-02T04:00:00-00:00,0,2024-06-01,21,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-01T18:00:00-00:00,2024-06-01T19:00:00-00:00,0,2024-06-01,12,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-02T00:00:00-00:00,2024-06-02T01:00:00-00:00,0,2024-06-01,18,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-02T06:00:00-00:00,2024-06-02T07:00:00-00:00,0,2024-06-01,24,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-06-01T10:00:00-00:00,2024-06-01T11:00:00-00:00,0,2024-06-01,4,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
