INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2024-12-01T09:00:00-00:00,2024-12-01T10:00:00-00:00,0,2024-12-01,2,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1146,ACTUAL,1
2024-12-01T15:00:00-00:00,2024-12-01T16:00:00-00:00,0,2024-12-01,8,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1340,ACTUAL,1
2024-12-01T11:00:00-00:00,2024-12-01T12:00:00-00:00,0,2024-12-01,4,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1143,ACTUAL,1
2024-12-01T12:00:00-00:00,2024-12-01T13:00:00-00:00,0,2024-12-01,5,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1164,ACTUAL,1
2024-12-02T00:00:00-00:00,2024-12-02T01:00:00-00:00,0,2024-12-01,17,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1466,ACTUAL,1
2024-12-02T02:00:00-00:00,2024-12-02T03:00:00-00:00,0,2024-12-01,19,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1518,ACTUAL,1
2024-12-02T06:00:00-00:00,2024-12-02T07:00:00-00:00,0,2024-12-01,23,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1314,ACTUAL,1
2024-12-02T05:00:00-00:00,2024-12-02T06:00:00-00:00,0,2024-12-01,22,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1398,ACTUAL,1
2024-12-01T18:00:00-00:00,2024-12-01T19:00:00-00:00,0,2024-12-01,11,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1358,ACTUAL,1
2024-12-02T03:00:00-00:00,2024-12-02T04:00:00-00:00,0,2024-12-01,20,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1504,ACTUAL,1
2024-12-01T14:00:00-00:00,2024-12-01T15:00:00-00:00,0,2024-12-01,7,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1272,ACTUAL,1
2024-12-01T23:00:00-00:00,2024-12-02T00:00:00-00:00,0,2024-12-01,16,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1352,ACTUAL,1
2024-12-01T22:00:00-00:00,2024-12-01T23:00:00-00:00,0,2024-12-01,15,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1307,ACTUAL,1
2024-12-01T19:00:00-00:00,2024-12-01T20:00:00-00:00,0,2024-12-01,12,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1336,ACTUAL,1
2024-12-02T01:00:00-00:00,2024-12-02T02:00:00-00:00,0,2024-12-01,18,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1521,ACTUAL,1
2024-12-02T07:00:00-00:00,2024-12-02T08:00:00-00:00,0,2024-12-01,24,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1248,ACTUAL,1
2024-12-01T10:00:00-00:00,2024-12-01T11:00:00-00:00,0,2024-12-01,3,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1139,ACTUAL,1
2024-12-02T04:00:00-00:00,2024-12-02T05:00:00-00:00,0,2024-12-01,21,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1467,ACTUAL,1
2024-12-01T13:00:00-00:00,2024-12-01T14:00:00-00:00,0,2024-12-01,6,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1207,ACTUAL,1
2024-12-01T21:00:00-00:00,2024-12-01T22:00:00-00:00,0,2024-12-01,14,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1305,ACTUAL,1
2024-12-01T20:00:00-00:00,2024-12-01T21:00:00-00:00,0,2024-12-01,13,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1315,ACTUAL,1
2024-12-01T17:00:00-00:00,2024-12-01T18:00:00-00:00,0,2024-12-01,10,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1386,ACTUAL,1
2024-12-01T16:00:00-00:00,2024-12-01T17:00:00-00:00,0,2024-12-01,9,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1388,ACTUAL,1
2024-12-01T08:00:00-00:00,2024-12-01T09:00:00-00:00,0,2024-12-01,1,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1170,ACTUAL,1
2024-12-01T21:00:00-00:00,2024-12-01T22:00:00-00:00,0,2024-12-01,14,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T19:00:00-00:00,2024-12-01T20:00:00-00:00,0,2024-12-01,12,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T14:00:00-00:00,2024-12-01T15:00:00-00:00,0,2024-12-01,7,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T10:00:00-00:00,2024-12-01T11:00:00-00:00,0,2024-12-01,3,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-02T07:00:00-00:00,2024-12-02T08:00:00-00:00,0,2024-12-01,24,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-02T03:00:00-00:00,2024-12-02T04:00:00-00:00,0,2024-12-01,20,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-02T02:00:00-00:00,2024-12-02T03:00:00-00:00,0,2024-12-01,19,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T15:00:00-00:00,2024-12-01T16:00:00-00:00,0,2024-12-01,8,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T18:00:00-00:00,2024-12-01T19:00:00-00:00,0,2024-12-01,11,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-02T06:00:00-00:00,2024-12-02T07:00:00-00:00,0,2024-12-01,23,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T23:00:00-00:00,2024-12-02T00:00:00-00:00,0,2024-12-01,16,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T12:00:00-00:00,2024-12-01T13:00:00-00:00,0,2024-12-01,5,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T11:00:00-00:00,2024-12-01T12:00:00-00:00,0,2024-12-01,4,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-02T04:00:00-00:00,2024-12-02T05:00:00-00:00,0,2024-12-01,21,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T16:00:00-00:00,2024-12-01T17:00:00-00:00,0,2024-12-01,9,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T09:00:00-00:00,2024-12-01T10:00:00-00:00,0,2024-12-01,2,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-02T01:00:00-00:00,2024-12-02T02:00:00-00:00,0,2024-12-01,18,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T20:00:00-00:00,2024-12-01T21:00:00-00:00,0,2024-12-01,13,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-02T00:00:00-00:00,2024-12-02T01:00:00-00:00,0,2024-12-01,17,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T17:00:00-00:00,2024-12-01T18:00:00-00:00,0,2024-12-01,10,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T13:00:00-00:00,2024-12-01T14:00:00-00:00,0,2024-12-01,6,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
2024-12-01T22:00:00-00:00,2024-12-01T23:00:00-00:00,0,2024-12-01,15,0,ACTUAL,AVRN,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,0,ACTUAL,2
