INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2023-04-02T06:00:00-00:00,2023-04-02T07:00:00-00:00,0,2023-04-01,24,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1123,ACTUAL,1
2023-04-02T01:00:00-00:00,2023-04-02T02:00:00-00:00,0,2023-04-01,19,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1254,ACTUAL,1
2023-04-01T09:00:00-00:00,2023-04-01T10:00:00-00:00,0,2023-04-01,3,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1025,ACTUAL,1
2023-04-01T13:00:00-00:00,2023-04-01T14:00:00-00:00,0,2023-04-01,7,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1194,ACTUAL,1
2023-04-01T20:00:00-00:00,2023-04-01T21:00:00-00:00,0,2023-04-01,14,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1247,ACTUAL,1
2023-04-02T02:00:00-00:00,2023-04-02T03:00:00-00:00,0,2023-04-01,20,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1280,ACTUAL,1
2023-04-01T10:00:00-00:00,2023-04-01T11:00:00-00:00,0,2023-04-01,4,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1038,ACTUAL,1
2023-04-01T14:00:00-00:00,2023-04-01T15:00:00-00:00,0,2023-04-01,8,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1260,ACTUAL,1
2023-04-01T16:00:00-00:00,2023-04-01T17:00:00-00:00,0,2023-04-01,10,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1336,ACTUAL,1
2023-04-01T18:00:00-00:00,2023-04-01T19:00:00-00:00,0,2023-04-01,12,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1304,ACTUAL,1
2023-04-01T22:00:00-00:00,2023-04-01T23:00:00-00:00,0,2023-04-01,16,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1220,ACTUAL,1
2023-04-02T04:00:00-00:00,2023-04-02T05:00:00-00:00,0,2023-04-01,22,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1230,ACTUAL,1
2023-04-02T05:00:00-00:00,2023-04-02T06:00:00-00:00,0,2023-04-01,23,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1172,ACTUAL,1
