INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2023-11-01T08:00:00-00:00,2023-11-01T09:00:00-00:00,0,2023-11-01,2,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1095,ACTUAL,1
2023-11-02T00:00:00-00:00,2023-11-02T01:00:00-00:00,0,2023-11-01,18,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1411,ACTUAL,1
2023-11-01T15:00:00-00:00,2023-11-01T16:00:00-00:00,0,2023-11-01,9,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1540,ACTUAL,1
2023-11-01T16:00:00-00:00,2023-11-01T17:00:00-00:00,0,2023-11-01,10,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1512,ACTUAL,1
2023-11-01T23:00:00-00:00,2023-11-02T00:00:00-00:00,0,2023-11-01,17,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1335,ACTUAL,1
2023-11-02T01:00:00-00:00,2023-11-02T02:00:00-00:00,0,2023-11-01,19,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1435,ACTUAL,1
2023-11-02T03:00:00-00:00,2023-11-02T04:00:00-00:00,0,2023-11-01,21,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1346,ACTUAL,1
2023-11-02T05:00:00-00:00,2023-11-02T06:00:00-00:00,0,2023-11-01,23,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1163,ACTUAL,1
2023-11-01T18:00:00-00:00,2023-11-01T19:00:00-00:00,0,2023-11-01,12,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1465,ACTUAL,1
2023-11-02T06:00:00-00:00,2023-11-02T07:00:00-00:00,0,2023-11-01,24,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1088,ACTUAL,1
