INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2023-07-01T11:00:00-00:00,2023-07-01T12:00:00-00:00,2023-07-01,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,40.89374,1
2023-07-01T23:00:00-00:00,2023-07-02T00:00:00-00:00,2023-07-01,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,45.10545,1
2023-07-01T07:00:00-00:00,2023-07-01T08:00:00-00:00,2023-07-01,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,40.74861,1
2023-07-02T03:00:00-00:00,2023-07-02T04:00:00-00:00,2023-07-01,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,72.16878,1
2023-07-01T18:00:00-00:00,2023-07-01T19:00:00-00:00,2023-07-01,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,25.48108,1
2023-07-01T19:00:00-00:00,2023-07-01T20:00:00-00:00,2023-07-01,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,29.81895,1
2023-07-01T09:00:00-00:00,2023-07-01T10:00:00-00:00,2023-07-01,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,39.73109,1
2023-07-01T10:00:00-00:00,2023-07-01T11:00:00-00:00,2023-07-01,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,39.32787,1
2023-07-01T17:00:00-00:00,2023-07-01T18:00:00-00:00,2023-07-01,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,19.48102,1
2023-07-01T12:00:00-00:00,2023-07-01T13:00:00-00:00,2023-07-01,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.55103,1
2023-07-01T14:00:00-00:00,2023-07-01T15:00:00-00:00,2023-07-01,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,26.43206,1
2023-07-02T06:00:00-00:00,2023-07-02T07:00:00-00:00,2023-07-01,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,44.58745,1
2023-07-01T22:00:00-00:00,2023-07-01T23:00:00-00:00,2023-07-01,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,39.74573,1
2023-07-01T21:00:00-00:00,2023-07-01T22:00:00-00:00,2023-07-01,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,36.59846,1
2023-07-02T00:00:00-00:00,2023-07-02T01:00:00-00:00,2023-07-01,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,52.19833,1
2023-07-02T01:00:00-00:00,2023-07-02T02:00:00-00:00,2023-07-01,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,61.31723,1
2023-07-01T08:00:00-00:00,2023-07-01T09:00:00-00:00,2023-07-01,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,40.24099,1
2023-07-01T13:00:00-00:00,2023-07-01T14:00:00-00:00,2023-07-01,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,39.76296,1
2023-07-01T16:00:00-00:00,2023-07-01T17:00:00-00:00,2023-07-01,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,19.73341,1
2023-07-01T20:00:00-00:00,2023-07-01T21:00:00-00:00,2023-07-01,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,34.22631,1
2023-07-02T02:00:00-00:00,2023-07-02T03:00:00-00:00,2023-07-01,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,79.35239,1
2023-07-02T04:00:00-00:00,2023-07-02T05:00:00-00:00,2023-07-01,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,60.60244,1
2023-07-02T05:00:00-00:00,2023-07-02T06:00:00-00:00,2023-07-01,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.07095,1
2023-07-01T15:00:00-00:00,2023-07-01T16:00:00-00:00,2023-07-01,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,20.79607,1
2023-07-01T08:00:00-00:00,2023-07-01T09:00:00-00:00,2023-07-01,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-01T19:00:00-00:00,2023-07-01T20:00:00-00:00,2023-07-01,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-2.55992,2
2023-07-02T02:00:00-00:00,2023-07-02T03:00:00-00:00,2023-07-01,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-01T12:00:00-00:00,2023-07-01T13:00:00-00:00,2023-07-01,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-01T20:00:00-00:00,2023-07-01T21:00:00-00:00,2023-07-01,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-2.02221,2
2023-07-01T23:00:00-00:00,2023-07-02T00:00:00-00:00,2023-07-01,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.10522,2
2023-07-01T21:00:00-00:00,2023-07-01T22:00:00-00:00,2023-07-01,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-2.94832,2
2023-07-01T11:00:00-00:00,2023-07-01T12:00:00-00:00,2023-07-01,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-01T10:00:00-00:00,2023-07-01T11:00:00-00:00,2023-07-01,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-01T09:00:00-00:00,2023-07-01T10:00:00-00:00,2023-07-01,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-01T07:00:00-00:00,2023-07-01T08:00:00-00:00,2023-07-01,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-02T01:00:00-00:00,2023-07-02T02:00:00-00:00,2023-07-01,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-02T00:00:00-00:00,2023-07-02T01:00:00-00:00,2023-07-01,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-01T22:00:00-00:00,2023-07-01T23:00:00-00:00,2023-07-01,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-2.67694,2
2023-07-01T18:00:00-00:00,2023-07-01T19:00:00-00:00,2023-07-01,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-2.51952,2
2023-07-01T16:00:00-00:00,2023-07-01T17:00:00-00:00,2023-07-01,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-3.48794,2
2023-07-02T06:00:00-00:00,2023-07-02T07:00:00-00:00,2023-07-01,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-07-02T04:00:00-00:00,2023-07-02T05:00:00-00:00,2023-07-01,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
