INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2024-08-02T02:00:00-00:00,2024-08-02T03:00:00-00:00,2024-08-01,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,177.00401,1
2024-08-01T17:00:00-00:00,2024-08-01T18:00:00-00:00,2024-08-01,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,33.72806,1
2024-08-01T13:00:00-00:00,2024-08-01T14:00:00-00:00,2024-08-01,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,49.51105,1
2024-08-01T18:00:00-00:00,2024-08-01T19:00:00-00:00,2024-08-01,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,34.37226,1
2024-08-01T19:00:00-00:00,2024-08-01T20:00:00-00:00,2024-08-01,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,35.21405,1
2024-08-01T09:00:00-00:00,2024-08-01T10:00:00-00:00,2024-08-01,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,43.38297,1
2024-08-01T23:00:00-00:00,2024-08-02T00:00:00-00:00,2024-08-01,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,64.08306,1
2024-08-02T00:00:00-00:00,2024-08-02T01:00:00-00:00,2024-08-01,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,78.22438,1
2024-08-01T10:00:00-00:00,2024-08-01T11:00:00-00:00,2024-08-01,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,42.67243,1
2024-08-01T11:00:00-00:00,2024-08-01T12:00:00-00:00,2024-08-01,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,43.18953,1
2024-08-01T20:00:00-00:00,2024-08-01T21:00:00-00:00,2024-08-01,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,37.35311,1
2024-08-01T08:00:00-00:00,2024-08-01T09:00:00-00:00,2024-08-01,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,46.38993,1
2024-08-02T04:00:00-00:00,2024-08-02T05:00:00-00:00,2024-08-01,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,76.19757,1
2024-08-01T07:00:00-00:00,2024-08-01T08:00:00-00:00,2024-08-01,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,44.82004,1
2024-08-01T14:00:00-00:00,2024-08-01T15:00:00-00:00,2024-08-01,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.37813,1
2024-08-01T15:00:00-00:00,2024-08-01T16:00:00-00:00,2024-08-01,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,37.489,1
2024-08-02T03:00:00-00:00,2024-08-02T04:00:00-00:00,2024-08-01,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,97.50242,1
