INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2024-01-02T05:00:00-00:00,2024-01-02T06:00:00-00:00,2024-01-01,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.57187,1
2024-01-01T17:00:00-00:00,2024-01-01T18:00:00-00:00,2024-01-01,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,31.17086,1
2024-01-01T08:00:00-00:00,2024-01-01T09:00:00-00:00,2024-01-01,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,46.82859,1
2024-01-01T16:00:00-00:00,2024-01-01T17:00:00-00:00,2024-01-01,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,38.40454,1
2024-01-02T04:00:00-00:00,2024-01-02T05:00:00-00:00,2024-01-01,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,51.2358,1
2024-01-02T07:00:00-00:00,2024-01-02T08:00:00-00:00,2024-01-01,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,47.54354,1
2024-01-02T06:00:00-00:00,2024-01-02T07:00:00-00:00,2024-01-01,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.46383,1
2024-01-01T19:00:00-00:00,2024-01-01T20:00:00-00:00,2024-01-01,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,25.68169,1
2024-01-02T01:00:00-00:00,2024-01-02T02:00:00-00:00,2024-01-01,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.86704,1
2024-01-02T03:00:00-00:00,2024-01-02T04:00:00-00:00,2024-01-01,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,51.38397,1
2024-01-01T12:00:00-00:00,2024-01-01T13:00:00-00:00,2024-01-01,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,44.74179,1
2024-01-01T14:00:00-00:00,2024-01-01T15:00:00-00:00,2024-01-01,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,44.9327,1
2024-01-01T10:00:00-00:00,2024-01-01T11:00:00-00:00,2024-01-01,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,45.46957,1
2024-01-01T23:00:00-00:00,2024-01-02T00:00:00-00:00,2024-01-01,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,38.48494,1
2024-01-02T00:00:00-00:00,2024-01-02T01:00:00-00:00,2024-01-01,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,49.89744,1
2024-01-02T02:00:00-00:00,2024-01-02T03:00:00-00:00,2024-01-01,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,51.25217,1
