INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2023-11-01T19:00:00-00:00,2023-11-01T20:00:00-00:00,2023-11-01,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,20.92054,1
2023-11-02T05:00:00-00:00,2023-11-02T06:00:00-00:00,2023-11-01,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,90.95133,1
2023-11-02T01:00:00-00:00,2023-11-02T02:00:00-00:00,2023-11-01,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,105.71976,1
2023-11-01T10:00:00-00:00,2023-11-01T11:00:00-00:00,2023-11-01,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,75.23581,1
2023-11-01T12:00:00-00:00,2023-11-01T13:00:00-00:00,2023-11-01,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,87.20332,1
2023-11-01T18:00:00-00:00,2023-11-01T19:00:00-00:00,2023-11-01,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,18.7531,1
2023-11-01T23:00:00-00:00,2023-11-02T00:00:00-00:00,2023-11-01,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,60.48436,1
2023-11-01T14:00:00-00:00,2023-11-01T15:00:00-00:00,2023-11-01,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,97.36018,1
2023-11-01T08:00:00-00:00,2023-11-01T09:00:00-00:00,2023-11-01,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,75.77337,1
2023-11-01T13:00:00-00:00,2023-11-01T14:00:00-00:00,2023-11-01,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,100.83665,1
2023-11-01T15:00:00-00:00,2023-11-01T16:00:00-00:00,2023-11-01,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,57.07189,1
2023-11-02T06:00:00-00:00,2023-11-02T07:00:00-00:00,2023-11-01,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,75.50356,1
2023-11-01T17:00:00-00:00,2023-11-01T18:00:00-00:00,2023-11-01,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,20.6244,1
2023-11-01T21:00:00-00:00,2023-11-01T22:00:00-00:00,2023-11-01,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,26.34922,1
2023-11-01T20:00:00-00:00,2023-11-01T21:00:00-00:00,2023-11-01,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,18.7629,1
2023-11-01T07:00:00-00:00,2023-11-01T08:00:00-00:00,2023-11-01,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,84.00755,1
2023-11-02T04:00:00-00:00,2023-11-02T05:00:00-00:00,2023-11-01,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,95.20352,1
2023-11-01T22:00:00-00:00,2023-11-01T23:00:00-00:00,2023-11-01,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,35.21964,1
2023-11-01T09:00:00-00:00,2023-11-01T10:00:00-00:00,2023-11-01,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,75.44786,1
2023-11-01T16:00:00-00:00,2023-11-01T17:00:00-00:00,2023-11-01,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,22.71722,1
2023-11-02T03:00:00-00:00,2023-11-02T04:00:00-00:00,2023-11-01,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,95.6885,1
2023-11-02T02:00:00-00:00,2023-11-02T03:00:00-00:00,2023-11-01,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,96.60416,1
2023-11-01T11:00:00-00:00,2023-11-01T12:00:00-00:00,2023-11-01,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,78.84735,1
2023-11-02T00:00:00-00:00,2023-11-02T01:00:00-00:00,2023-11-01,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,98.7671,1
2023-11-02T05:00:00-00:00,2023-11-02T06:00:00-00:00,2023-11-01,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-11-01T21:00:00-00:00,2023-11-01T22:00:00-00:00,2023-11-01,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-16.72772,2
2023-11-01T08:00:00-00:00,2023-11-01T09:00:00-00:00,2023-11-01,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-11-01T17:00:00-00:00,2023-11-01T18:00:00-00:00,2023-11-01,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-21.99863,2
2023-11-01T20:00:00-00:00,2023-11-01T21:00:00-00:00,2023-11-01,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-20.5858,2
2023-11-01T22:00:00-00:00,2023-11-01T23:00:00-00:00,2023-11-01,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-15.86578,2
2023-11-01T07:00:00-00:00,2023-11-01T08:00:00-00:00,2023-11-01,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
2023-11-01T11:00:00-00:00,2023-11-01T12:00:00-00:00,2023-11-01,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2
